customer_id,customer_type,method,rank,product_id,product_name,producer_id,score,score_components,based_on_product_ids,reason_codes,reason_text
C000037,community_group,segment_popularity_discovery,2,P000101,Forced Rhubarb Stems,PR000008,0.837861,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.809249, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000037,community_group,segment_popularity_discovery,3,P000120,Golden Beetroot,PR000003,0.818728,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.751445, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000038,family,segment_popularity_discovery,1,P000096,New Season Potatoes,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000038,family,segment_popularity_discovery,2,P000103,Soft Goat Cheese,PR000010,0.966,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.96, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000038,family,segment_popularity_discovery,3,P000133,Buttermilk,PR000004,0.928,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.88, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000041,restaurant,segment_popularity_discovery,1,P000122,Rye and Caraway Boule,PR000005,0.866429,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.842857, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000041,restaurant,segment_popularity_discovery,2,P000112,Fresh Heritage Beans,PR000007,0.85,"{'cooccurrence': 0.0, 'seasonality': 0.0, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer."
C000041,restaurant,segment_popularity_discovery,3,P000140,Apple and Oat Traybake,PR000011,0.805714,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.771429, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000042,community_group,segment_popularity_discovery,1,P000132,Leek and Onion Box,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000042,community_group,segment_popularity_discovery,2,P000102,Curly Green Kale,PR000009,0.907168,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.855491, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000042,community_group,segment_popularity_discovery,3,P000101,Forced Rhubarb Stems,PR000008,0.867861,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.809249, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000043,young_professional,segment_popularity_discovery,1,P000126,Mixed Salad Leaves,PR000009,0.706897,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.655172, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000043,young_professional,segment_popularity_discovery,2,P000133,Buttermilk,PR000004,0.706897,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.655172, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000043,young_professional,segment_popularity_discovery,3,P000101,Forced Rhubarb Stems,PR000008,0.677586,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.62069, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000045,community_group,segment_popularity_discovery,1,P000132,Leek and Onion Box,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000045,community_group,segment_popularity_discovery,2,P000119,Blackcurrant Punnets,PR000002,0.872775,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.815029, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000045,community_group,segment_popularity_discovery,3,P000139,Farmhouse Halloumi,PR000010,0.803988,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.734104, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000046,restaurant,segment_popularity_discovery,1,P000112,Fresh Heritage Beans,PR000007,0.85,"{'cooccurrence': 0.0, 'seasonality': 0.0, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer."
C000046,restaurant,segment_popularity_discovery,2,P000091,Live Natural Yoghurt,PR000010,0.690357,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.635714, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000046,restaurant,segment_popularity_discovery,3,P000098,Rosemary Focaccia Slab,PR000005,0.690357,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.635714, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000047,community_group,segment_popularity_discovery,1,P000132,Leek and Onion Box,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000047,community_group,segment_popularity_discovery,2,P000102,Curly Green Kale,PR000009,0.907168,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.855491, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000047,community_group,segment_popularity_discovery,3,P000139,Farmhouse Halloumi,PR000010,0.803988,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.734104, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000048,family,segment_popularity_discovery,1,P000096,New Season Potatoes,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000048,family,segment_popularity_discovery,2,P000103,Soft Goat Cheese,PR000010,0.966,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.96, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000048,family,segment_popularity_discovery,3,P000133,Buttermilk,PR000004,0.928,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.88, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000049,young_professional,segment_popularity_discovery,1,P000101,Forced Rhubarb Stems,PR000008,0.677586,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.62069, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000049,young_professional,segment_popularity_discovery,2,P000114,Chestnut Mushrooms,PR000009,0.677586,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.62069, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000049,young_professional,segment_popularity_discovery,3,P000091,Live Natural Yoghurt,PR000010,0.648276,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.586207, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000052,community_group,segment_popularity_discovery,1,P000096,New Season Potatoes,PR000003,0.95578,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.947977, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000052,community_group,segment_popularity_discovery,2,P000102,Curly Green Kale,PR000009,0.907168,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.855491, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000052,community_group,segment_popularity_discovery,3,P000119,Blackcurrant Punnets,PR000002,0.872775,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.815029, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000053,young_professional,segment_popularity_discovery,1,P000119,Blackcurrant Punnets,PR000002,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000053,young_professional,segment_popularity_discovery,2,P000126,Mixed Salad Leaves,PR000009,0.706897,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.655172, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000053,young_professional,segment_popularity_discovery,3,P000133,Buttermilk,PR000004,0.706897,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.655172, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000054,family,segment_popularity_discovery,1,P000103,Soft Goat Cheese,PR000010,0.966,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.96, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000054,family,segment_popularity_discovery,2,P000120,Golden Beetroot,PR000003,0.932,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.92, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000054,family,segment_popularity_discovery,3,P000109,Salted Farm Butter,PR000004,0.796,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.76, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000055,community_group,segment_popularity_discovery,1,P000132,Leek and Onion Box,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000055,community_group,segment_popularity_discovery,2,P000101,Forced Rhubarb Stems,PR000008,0.867861,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.809249, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000055,community_group,segment_popularity_discovery,3,P000139,Farmhouse Halloumi,PR000010,0.803988,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.734104, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000056,restaurant,segment_popularity_discovery,1,P000122,Rye and Caraway Boule,PR000005,0.866429,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.842857, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000056,restaurant,segment_popularity_discovery,2,P000132,Leek and Onion Box,PR000003,0.848214,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.821429, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000056,restaurant,segment_popularity_discovery,3,P000091,Live Natural Yoghurt,PR000010,0.690357,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.635714, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000059,young_professional,segment_popularity_discovery,1,P000101,Forced Rhubarb Stems,PR000008,0.677586,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.62069, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000059,young_professional,segment_popularity_discovery,2,P000120,Golden Beetroot,PR000003,0.648276,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.586207, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000059,young_professional,segment_popularity_discovery,3,P000097,Aged Farmhouse Cheddar,PR000004,0.618966,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.551724, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000061,restaurant,segment_popularity_discovery,1,P000097,Aged Farmhouse Cheddar,PR000004,0.927143,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.914286, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000061,restaurant,segment_popularity_discovery,2,P000132,Leek and Onion Box,PR000003,0.848214,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.821429, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000061,restaurant,segment_popularity_discovery,3,P000092,Seeded Wholemeal Rolls,PR000011,0.677857,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.585714, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000062,community_group,segment_popularity_discovery,1,P000132,Leek and Onion Box,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000062,community_group,segment_popularity_discovery,2,P000102,Curly Green Kale,PR000009,0.907168,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.855491, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000062,community_group,segment_popularity_discovery,3,P000119,Blackcurrant Punnets,PR000002,0.872775,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.815029, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000064,family,segment_popularity_discovery,1,P000096,New Season Potatoes,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000064,family,segment_popularity_discovery,2,P000122,Rye and Caraway Boule,PR000005,0.826,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.76, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000064,family,segment_popularity_discovery,3,P000128,Multiseed Bagels,PR000011,0.826,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.76, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000066,restaurant,segment_popularity_discovery,1,P000132,Leek and Onion Box,PR000003,0.848214,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.821429, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000066,restaurant,segment_popularity_discovery,2,P000121,Kefir Drinking Yoghurt,PR000004,0.678214,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.621429, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000066,restaurant,segment_popularity_discovery,3,P000116,Oat and Honey Tin Loaf,PR000011,0.672143,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.614286, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000067,community_group,segment_popularity_discovery,1,P000096,New Season Potatoes,PR000003,0.95578,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.947977, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000067,community_group,segment_popularity_discovery,2,P000119,Blackcurrant Punnets,PR000002,0.842775,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.815029, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000067,community_group,segment_popularity_discovery,3,P000101,Forced Rhubarb Stems,PR000008,0.837861,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.809249, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000068,family,segment_popularity_discovery,1,P000096,New Season Potatoes,PR000003,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000068,family,segment_popularity_discovery,2,P000103,Soft Goat Cheese,PR000010,0.966,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.96, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000068,family,segment_popularity_discovery,3,P000133,Buttermilk,PR000004,0.928,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.88, 'diversity_adjustment': 0.03}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available|producer_diversity_applied,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season, selected to improve producer diversity."
C000069,young_professional,segment_popularity_discovery,1,P000119,Blackcurrant Punnets,PR000002,1.0,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 1.0, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000069,young_professional,segment_popularity_discovery,2,P000133,Buttermilk,PR000004,0.706897,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.655172, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000069,young_professional,segment_popularity_discovery,3,P000101,Forced Rhubarb Stems,PR000008,0.677586,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.62069, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000071,restaurant,segment_popularity_discovery,1,P000140,Apple and Oat Traybake,PR000011,0.805714,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.771429, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
C000071,restaurant,segment_popularity_discovery,2,P000091,Live Natural Yoghurt,PR000010,0.690357,"{'cooccurrence': 0.0, 'seasonality': 0.15, 'segment_popularity': 0.635714, 'diversity_adjustment': 0.0}",,popular_with_similar_customers|cold_start_discovery_fallback|new_to_customer|seasonally_available,"Recommended because it is popular with similar customers, used as a discovery fallback where history is sparse, not previously purchased by this customer, currently in season."
